Edge_ID,Source_Node,Target_Node,Source_Degree,Target_Degree,Clustering_Coeff,Source_Label,Connection_Type,Search_Priority,Is_Pattern_Match
E-88-268,88,268,37,30,0.09,D,Strong,High,0
E-27-61,27,61,29,30,0.1,C,Strong,High,0
E-269-289,269,289,30,32,0.1,B,Strong,High,0
E-205-245,205,245,35,33,0.11,A,Strong,High,1
E-10-207,10,207,27,34,0.08,C,Strong,High,0
E-80-175,80,175,28,33,0.1,C,Strong,High,0
E-65-245,65,245,24,33,0.08,B,Weak,High,0
E-54-99,54,99,28,30,0.11,C,Strong,High,0
E-24-39,24,39,29,27,0.12,C,Strong,High,0
E-131-144,131,144,37,34,0.12,C,Strong,High,0
E-8-181,8,181,30,26,0.09,A,Weak,High,0
E-45-234,45,234,31,22,0.09,D,Strong,High,0
E-70-125,70,125,26,35,0.12,D,Strong,High,0
E-225-298,225,298,29,36,0.09,C,Strong,High,0
E-92-119,92,119,29,27,0.14,D,Strong,High,0
E-40-41,40,41,23,19,0.12,C,Strong,High,0
E-202-285,202,285,31,33,0.09,A,Strong,High,1
E-59-63,59,63,36,40,0.11,D,Strong,High,0
E-97-98,97,98,31,31,0.11,B,Weak,High,0
E-240-256,240,256,26,29,0.11,A,Strong,High,1
E-7-137,7,137,31,33,0.12,B,Weak,High,0
E-106-126,106,126,23,29,0.12,D,Weak,High,0
E-3-66,3,66,36,35,0.1,B,Weak,High,0
E-53-217,53,217,40,24,0.08,B,Weak,High,0
E-52-150,52,150,22,42,0.15,D,Strong,High,0
E-30-96,30,96,36,33,0.11,B,Weak,High,0
E-40-273,40,273,23,30,0.12,B,Weak,High,0
E-69-298,69,298,28,36,0.09,D,Weak,High,0
E-154-275,154,275,33,37,0.12,D,Weak,High,0
E-55-119,55,119,31,27,0.08,C,Strong,High,0
E-60-127,60,127,32,29,0.1,C,Weak,High,0
E-6-160,6,160,27,27,0.14,C,Strong,High,0
E-113-271,113,271,28,33,0.11,D,Strong,High,0
E-15-168,15,168,32,23,0.11,D,Strong,High,0
E-86-115,86,115,26,24,0.06,A,Strong,High,1
E-163-189,163,189,30,31,0.11,A,Weak,High,0
E-40-140,40,140,23,32,0.12,C,Strong,High,0
E-6-212,6,212,27,29,0.14,C,Weak,High,0
E-58-201,58,201,31,20,0.11,A,Strong,High,1
E-110-264,110,264,35,30,0.1,D,Weak,High,0
E-9-212,9,212,34,29,0.11,C,Strong,High,0
E-13-72,13,72,29,27,0.09,B,Weak,High,0
E-21-139,21,139,35,28,0.09,B,Strong,High,0
E-9-144,9,144,34,34,0.11,D,Strong,High,0
E-145-194,145,194,38,35,0.11,C,Weak,High,0
E-179-221,179,221,37,29,0.1,A,Weak,High,0
E-50-261,50,261,33,21,0.09,B,Weak,High,0
E-84-177,84,177,33,38,0.1,D,Strong,High,0
E-38-192,38,192,32,28,0.09,D,Strong,High,0
E-79-246,79,246,34,29,0.09,D,Weak,High,0
E-7-241,7,241,31,23,0.12,B,Strong,High,0
E-19-260,19,260,36,24,0.12,B,Weak,High,0
E-239-261,239,261,30,21,0.13,D,Weak,High,0
E-207-270,207,270,34,38,0.11,C,Weak,High,0
E-160-279,160,279,27,39,0.11,C,Weak,High,0
E-16-95,16,95,27,30,0.12,D,Strong,High,0
E-265-277,265,277,30,23,0.12,C,Strong,High,0
E-111-155,111,155,30,30,0.11,B,Strong,High,0
E-66-91,66,91,35,31,0.08,D,Weak,High,0
E-48-118,48,118,33,28,0.09,A,Strong,High,1
E-149-182,149,182,26,26,0.1,B,Strong,High,0
E-42-104,42,104,28,18,0.11,C,Strong,High,0
E-47-145,47,145,32,38,0.11,B,Strong,High,0
E-98-116,98,116,31,35,0.12,B,Weak,High,0
E-236-269,236,269,29,30,0.11,B,Strong,High,0
E-93-288,93,288,28,30,0.13,D,Strong,High,0
E-22-130,22,130,21,30,0.09,C,Weak,High,0
E-207-232,207,232,34,37,0.11,B,Strong,High,0
E-116-295,116,295,35,26,0.11,A,Strong,High,1
E-6-278,6,278,27,29,0.14,A,Weak,High,0
E-204-279,204,279,36,39,0.11,C,Weak,High,0
E-130-229,130,229,30,34,0.09,B,Weak,High,0
E-11-49,11,49,30,28,0.09,A,Strong,High,1
E-85-259,85,259,23,36,0.09,B,Strong,High,0
E-102-248,102,248,19,37,0.09,A,Weak,High,0
E-107-137,107,137,28,33,0.09,D,Weak,High,0
E-81-222,81,222,37,26,0.1,C,Weak,High,0
E-3-278,3,278,36,29,0.1,D,Weak,High,0
E-92-245,92,245,29,33,0.14,B,Weak,High,0
E-97-269,97,269,31,30,0.11,B,Weak,High,0
E-200-262,200,262,21,32,0.1,B,Weak,High,0
E-38-244,38,244,32,45,0.09,D,Weak,High,0
E-223-237,223,237,36,25,0.09,A,Strong,High,1
E-87-136,87,136,38,29,0.11,B,Strong,High,0
E-175-180,175,180,33,34,0.12,B,Strong,High,0
E-138-262,138,262,41,32,0.11,C,Strong,High,0
E-77-125,77,125,26,35,0.09,C,Weak,High,0
E-73-164,73,164,38,25,0.1,B,Weak,High,0
E-39-89,39,89,27,35,0.1,C,Strong,High,0
E-91-214,91,214,31,33,0.08,D,Weak,High,0
E-22-39,22,39,21,27,0.09,B,Strong,High,0
E-281-282,281,282,24,26,0.1,C,Weak,High,0
E-162-175,162,175,35,33,0.11,B,Weak,High,0
E-221-236,221,236,29,29,0.1,D,Strong,High,0
E-30-187,30,187,36,42,0.11,A,Strong,High,1
E-192-276,192,276,28,33,0.09,A,Strong,High,1
E-110-179,110,179,35,37,0.1,A,Weak,High,0
E-227-231,227,231,30,31,0.14,C,Weak,High,0
E-81-277,81,277,37,23,0.1,C,Weak,High,0
E-35-278,35,278,36,29,0.1,B,Weak,High,0
E-91-94,91,94,31,26,0.08,D,Weak,High,0
E-48-163,48,163,33,30,0.09,D,Strong,High,0
E-28-148,28,148,26,29,0.09,C,Weak,High,0
E-9-20,9,20,34,32,0.11,A,Strong,High,1
E-28-55,28,55,26,31,0.09,D,Strong,High,0
E-18-138,18,138,30,41,0.08,B,Strong,High,0
E-172-244,172,244,23,45,0.08,D,Strong,High,0
E-274-285,274,285,36,33,0.09,B,Weak,High,0
E-135-181,135,181,41,26,0.09,A,Weak,High,0
E-61-89,61,89,30,35,0.13,D,Weak,High,0
E-149-169,149,169,26,21,0.1,D,Strong,High,0
E-128-267,128,267,30,35,0.12,A,Strong,High,1
E-69-120,69,120,28,32,0.09,C,Weak,High,0
E-21-130,21,130,35,30,0.09,A,Weak,High,0
E-251-297,251,297,37,28,0.11,B,Strong,High,0
E-250-299,250,299,26,24,0.11,C,Weak,High,0
E-147-166,147,166,36,30,0.1,A,Strong,High,1
E-76-210,76,210,31,36,0.1,C,Weak,High,0
E-15-100,15,100,32,37,0.11,C,Weak,High,0
E-262-293,262,293,32,27,0.09,B,Strong,High,0
E-17-277,17,277,25,23,0.12,D,Strong,High,0
E-12-203,12,203,20,35,0.13,B,Weak,High,0
E-100-289,100,289,37,32,0.09,C,Strong,High,0
E-59-155,59,155,36,30,0.11,D,Weak,High,0
E-117-125,117,125,29,35,0.08,B,Weak,High,0
E-226-296,226,296,22,31,0.08,C,Weak,High,0
E-31-105,31,105,30,40,0.12,A,Weak,High,0
E-57-123,57,123,26,24,0.08,A,Weak,High,0
E-62-204,62,204,33,36,0.11,A,Strong,High,1
E-43-108,43,108,21,31,0.08,D,Strong,High,0
E-32-298,32,298,33,36,0.11,C,Strong,High,0
E-157-266,157,266,35,36,0.09,C,Strong,High,0
E-34-44,34,44,34,25,0.09,D,Weak,High,0
E-178-180,178,180,25,34,0.1,B,Weak,High,0
E-109-183,109,183,29,27,0.1,C,Strong,High,0
E-159-257,159,257,41,27,0.11,A,Strong,High,1
E-104-155,104,155,18,30,0.11,B,Weak,High,0
E-99-265,99,265,30,30,0.13,A,Strong,High,1
E-126-283,126,283,29,29,0.08,C,Strong,High,0
E-116-239,116,239,35,30,0.11,A,Weak,High,0
E-38-52,38,52,32,22,0.09,B,Strong,High,0
E-214-287,214,287,33,39,0.09,D,Strong,High,0
E-194-221,194,221,35,29,0.1,D,Strong,High,0
E-12-248,12,248,20,37,0.13,C,Weak,High,0
E-107-215,107,215,28,33,0.09,B,Weak,High,0
E-46-207,46,207,33,34,0.1,B,Strong,High,0
E-101-164,101,164,33,25,0.1,A,Strong,High,1
E-107-205,107,205,28,35,0.09,A,Strong,High,1
E-44-280,44,280,25,22,0.1,B,Strong,High,0
E-121-250,121,250,24,26,0.11,C,Weak,High,0
E-120-181,120,181,32,26,0.12,C,Strong,High,0
E-54-220,54,220,28,36,0.11,C,Strong,High,0
E-56-89,56,89,25,35,0.08,B,Strong,High,0
E-183-264,183,264,27,30,0.11,C,Weak,High,0
E-133-178,133,178,26,25,0.1,A,Strong,High,1
E-71-263,71,263,28,24,0.1,A,Weak,High,0
E-11-216,11,216,30,29,0.09,B,Weak,High,0
E-25-206,25,206,36,40,0.11,A,Weak,High,0
E-166-219,166,219,30,32,0.11,A,Strong,High,1
E-59-112,59,112,36,39,0.11,C,Weak,High,0
E-197-215,197,215,37,33,0.07,D,Weak,High,0
E-125-285,125,285,35,33,0.1,D,Weak,High,0
E-32-284,32,284,33,33,0.11,C,Weak,High,0
E-95-155,95,155,30,30,0.08,C,Weak,High,0
E-88-280,88,280,37,22,0.09,C,Weak,High,0
E-235-260,235,260,29,24,0.1,C,Strong,High,0
E-41-140,41,140,19,32,0.1,A,Weak,High,0
E-53-283,53,283,40,29,0.08,B,Weak,High,0
E-136-169,136,169,29,21,0.12,B,Weak,High,0
E-21-23,21,23,35,30,0.09,A,Weak,High,0
E-30-286,30,286,36,31,0.11,C,Weak,High,0
E-39-288,39,288,27,30,0.1,A,Strong,High,1
E-162-206,162,206,35,40,0.11,A,Weak,High,0
E-203-214,203,214,35,33,0.12,D,Strong,High,0
E-71-294,71,294,28,27,0.1,D,Strong,High,0
E-190-265,190,265,44,30,0.11,D,Strong,High,0
E-16-47,16,47,27,32,0.12,B,Weak,High,0
E-29-87,29,87,25,38,0.08,D,Weak,High,0
E-38-100,38,100,32,37,0.09,C,Strong,High,0
E-43-65,43,65,21,24,0.08,D,Strong,High,0
E-77-95,77,95,26,30,0.09,C,Strong,High,0
E-0-125,0,125,34,35,0.09,A,Strong,High,1
E-145-202,145,202,38,31,0.11,A,Strong,High,1
E-134-265,134,265,32,30,0.09,D,Weak,High,0
E-224-286,224,286,33,31,0.08,B,Strong,High,0
E-90-241,90,241,36,23,0.11,C,Weak,High,0
E-121-133,121,133,24,26,0.11,B,Weak,High,0
E-12-292,12,292,20,27,0.13,D,Strong,High,0
E-53-134,53,134,40,32,0.08,A,Weak,High,0
E-223-256,223,256,36,29,0.09,B,Weak,High,0
E-168-247,168,247,23,34,0.11,D,Weak,High,0
E-125-234,125,234,35,22,0.1,B,Strong,High,0
E-69-144,69,144,28,34,0.09,B,Weak,High,0
E-44-160,44,160,25,27,0.1,C,Strong,High,0
E-20-133,20,133,32,26,0.1,B,Strong,High,0
E-198-263,198,263,28,24,0.09,C,Strong,High,0
E-117-126,117,126,29,29,0.08,C,Weak,High,0
E-231-287,231,287,31,39,0.11,B,Weak,High,0
E-135-199,135,199,41,30,0.09,D,Strong,High,0
E-133-145,133,145,26,38,0.1,C,Strong,High,0
E-39-206,39,206,27,40,0.1,D,Strong,High,0
E-17-194,17,194,25,35,0.12,D,Strong,High,0
E-26-53,26,53,29,40,0.1,A,Strong,High,1
E-174-219,174,219,29,32,0.09,D,Strong,High,0
E-96-152,96,152,33,27,0.11,A,Strong,High,1
E-194-266,194,266,35,36,0.1,D,Strong,High,0
